row_id,num_sold
26298,354.2222831158129
26299,526.4989565249329
26300,149.54609033160833
26301,614.6827131545825
26302,844.8400854760655
26303,316.46003773421353
26304,556.6961829973064
26305,797.8257513591831
26306,300.2537661840849
26307,928.1046419293481
26308,1313.4225068414444
26309,523.7009570999193
26310,441.11905515246946
26311,617.2748432431624
26312,217.64134713330606
26313,747.9290390472141
26314,1023.6601664068884
26315,409.0623155254484
26316,217.96985654862817
26317,367.5813669619124
26318,97.97954988404474
26319,388.5920035494344
26320,633.4828777580146
26321,171.08234998740355
26322,350.87985081271705
26323,583.7799038747108
26324,158.86500515548113
26325,618.9698970533192
26326,1016.2647892864395
26327,276.4108236512282
26328,256.4841472431474
26329,426.0123147445372
26330,115.23896417020333
26331,455.982605987662
26332,752.2200456795816
26333,195.3755431508332
26334,216.46784216761012
26335,366.8232547282539
26336,97.5641908491536
26337,385.72657424655944
26338,631.8843570865017
26339,169.8265825146581
26340,349.377836431699
26341,583.0217916410522
26342,158.44964612059
26343,614.0766363335281
26344,1011.2164872157178
26345,273.1272247615666
26346,254.98213286212928
26347,425.2542025108787
26348,114.82360513531219
26349,453.117176684787
26350,749.1995750257762
26351,194.11977567808776
26352,227.84976904850302
26353,386.00661453325415
26354,103.62609578343084
26355,404.3277927320961
26356,663.1898687685962
26357,180.9074996758631
26358,369.1314847664024
26359,621.084055113437
26360,168.98423440061683
26361,639.8564408835109
26362,1069.7372837027974
26363,291.2251945085503
26364,269.2618467726076
26365,449.92156539867653
26366,121.68961447395691
26367,473.77144261597573
26368,788.8029214320885
26369,206.50224942537946
26370,277.14401219191166
26371,451.8505763539279
26372,125.05608181268545
26373,490.1322249313897
26374,788.2610218449842
26375,217.05243433168772
26376,437.66072849428946
26377,737.7073199549172
26378,203.39492088202442
26379,761.1580047529397
26380,1285.7157297402262
26381,345.3865627634694
26382,320.8074626576681
26383,539.7680588860968
26384,145.76628339014889
26385,573.0712148951224
26386,925.9328964065603
26387,250.16318272076538
26388,282.2455487356446
26389,443.5745003504446
26390,126.95008706718048
26391,482.4068191080993
26392,780.9136765395932
26393,214.47463025025365
26394,442.5844751998874
26395,730.8231659240946
26396,202.2793711509072
26397,761.8279563060797
26398,1269.8974729574093
26399,340.4788205719982
26400,322.38371841432
26401,534.5408494415298
26402,146.69404012535898
26403,565.5311923492848
26404,934.7148249517377
26405,247.5182273217754
26406,217.9002832501792
26407,368.255695810823
26408,98.26832892695158
26409,388.0308307791478
26410,630.0887740137696
26411,171.37112903031039
26412,351.16862985562386
26413,584.8125850649772
26414,159.15378419838797
26415,619.258676096226
26416,1015.8755204944133
26417,276.699602694135
26418,256.41457394469836
26419,426.6866435934478
26420,115.52774321311017
26421,455.42143321737535
26422,747.403991953044
26423,195.66432219374005
26424,218.258635591535
26425,368.6140481521788
26426,98.26832892695158
26427,388.88078259234123
26428,636.5281924109781
26429,171.37112903031039
26430,351.16862985562386
26431,585.6119097001664
26432,159.15378419838797
26433,619.0921215515681
26434,1019.568903375345
26435,276.5330481494771
26436,256.7729262860542
26437,427.84432056999293
26438,115.52774321311017
26439,456.2713850305688
26440,755.6907143131451
26441,195.66432219374005
26442,217.96985654862817
26443,367.5813669619124
26444,97.97954988404474
26445,388.5920035494344
26446,633.4828777580146
26447,171.08234998740355
26448,350.87985081271705
26449,583.7799038747108
26450,158.86500515548113
26451,618.9698970533192
26452,1016.2647892864395
26453,276.4108236512282
26454,256.4841472431474
26455,426.0123147445372
26456,115.23896417020333
26457,455.982605987662
26458,752.2200456795816
26459,195.3755431508332
26460,216.46784216761012
26461,366.8232547282539
26462,97.5641908491536
26463,385.72657424655944
26464,631.8843570865017
26465,169.8265825146581
26466,349.377836431699
26467,583.0217916410522
26468,158.44964612059
26469,614.0766363335281
26470,1011.2164872157178
26471,273.1272247615666
26472,254.98213286212928
26473,425.2542025108787
26474,114.82360513531219
26475,453.117176684787
26476,749.1995750257762
26477,194.11977567808776
26478,227.84976904850302
26479,386.00661453325415
26480,103.62609578343084
26481,404.3277927320961
26482,663.1898687685962
26483,180.9074996758631
26484,369.1314847664024
26485,621.084055113437
26486,168.98423440061683
26487,639.8564408835109
26488,1069.7372837027974
26489,291.2251945085503
26490,269.2618467726076
26491,449.92156539867653
26492,121.68961447395691
26493,473.77144261597573
26494,788.8029214320885
26495,206.50224942537946
26496,277.14401219191166
26497,451.8505763539279
26498,125.05608181268545
26499,490.1322249313897
26500,788.2610218449842
26501,217.05243433168772
26502,437.66072849428946
26503,737.7073199549172
26504,203.39492088202442
26505,761.1580047529397
26506,1285.7157297402262
26507,345.3865627634694
26508,320.8074626576681
26509,539.7680588860968
26510,145.76628339014889
26511,573.0712148951224
26512,925.9328964065603
26513,250.16318272076538
26514,282.2455487356446
26515,443.5745003504446
26516,126.95008706718048
26517,482.4068191080993
26518,780.9136765395932
26519,214.47463025025365
26520,442.5844751998874
26521,730.8231659240946
